 ,Order,SubOrder,Binomial,Genus,epithet,valid (reptile database; February 2018),main biogeographic Realm,Latitude centroid (from Roll et al. 2017),Longitude centroid (from Roll et al. 2017),insular endemic,maximum SVL,female SVL,hatchling/neonate SVL,reproductive mode,clutch size,smallest clutch,largest clutch,smallest mean clutch size,largest mean clutch size,breeding age (months),youngest age at first breeding (months),oldest age at first breeding (months),Family,IUCN redlist assessment,Longevity,"ref for longevity (if animladiversity.org, just put 1, 2 for https://www.demogr.mpg.de/longevityrecords/)"
Reptilia,Squamata,Lacertilla,Rondonops biscutatus,Rondonops,biscutatus,yes,Neotropic,-10.31,-59.79,no,66,50.5,26,Oviparous,"1 (Colli et al. 2015, n=3)",1,1,1,1,NA,NA,NA,Gymnophthalmidae,NE,,
Reptilia,Squamata,Lacertilla,Rondonops xanthomystax,Rondonops,xanthomystax,yes,Neotropic,-5.61,-57.4,no,67,54.8,27,Oviparous,"1 (Colli et al. 2015, n=2)",1,1,1,1,NA,NA,NA,Gymnophthalmidae,NE,,
Reptilia,Squamata,Lacertilla,Saara asmussi,Saara,asmussi,yes,Palearctic,30.99,58.71,no,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Saara hardwickii,Saara,hardwickii,yes,Oriental,27.6,72.44,no,250,175,NA,Oviparous,"up to 15 (Masroor 2012, Das and Das 2017), 5-18 (Wilms 2005)",5,20,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Saara loricata,Saara,loricata,yes,Palearctic,31.58,48.1,no,290,217.5,57,Oviparous,14 (Wilms 2005),14,14,NA,NA,NA,NA,NA,Agamidae,LC,,
Reptilia,Squamata,Lacertilla,Saiphos equalis,Saiphos,equalis,yes,Australia,-30.82,151.84,no,92,74.8,24,Mixed,NA,1,7,2.7,3.1,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Salea anamallayana,Salea,anamallayana,yes,Oriental,10.08,77.21,no,111,NA,NA,Oviparous,NA,3,5,NA,NA,NA,NA,NA,Agamidae,LC,,
Reptilia,Squamata,Lacertilla,Salea gularis,Salea,gularis,yes,Oriental,NA,NA,no,120.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Salea horsfieldii,Salea,horsfieldii,yes,Oriental,10.46,77.18,no,95,NA,NA,Oviparous,3-4 (Das and Das 2017),3,4,NA,NA,NA,NA,NA,Agamidae,LC,,
Reptilia,Squamata,Lacertilla,Saltuarius cornutus,Saltuarius,cornutus,yes,Australia,-16.84,145.41,no,160,have mass but no SVL data,49.2,Oviparous,"1-2 (Rosler 2005), 2 (Brown 2012)",1,2,2,2,NA,NA,NA,Carphodactylidae,LC,,
Reptilia,Squamata,Lacertilla,Saltuarius eximius,Saltuarius,eximius,yes,Australia,-14.28,144.49,no,120,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Saltuarius kateae,Saltuarius,kateae,yes,Australia,-29.18,152.8,no,110,100.3,NA,Oviparous,2 (http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Saltuarius/kateae),2,2,2,2,NA,NA,NA,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Saltuarius moritzi,Saltuarius,moritzi,yes,Australia,-31.3,152.32,no,109.3,109.3,38.3,Oviparous,"2 (http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Saltuarius/moritzi, Brown 2012)",2,2,2,2,NA,NA,NA,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Saltuarius salebrosus,Saltuarius,salebrosus,yes,Australia,-24.96,150.23,no,144,NA,49,Oviparous,"2 (Brown 2012, http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Saltuarius/salebrosus)",2,2,2,2,3-4 years (Porter 2008),36,48,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Saltuarius swaini,Saltuarius,swaini,yes,Australia,-28.35,153.14,no,135,124.5,44.8,Oviparous,2 (Brown 2012),2,2,2,2,NA,NA,NA,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Saltuarius wyberba,Saltuarius,wyberba,yes,Australia,-28.65,152.57,no,109,103,45,Oviparous,2 (Brown 2012),2,2,2,2,NA,NA,NA,Carphodactylidae,NE,,
Reptilia,Squamata,Lacertilla,Salvator duseni,Salvator,duseni,yes,Neotropic,-16.52,-50.05,no,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teiidae,NE,,
Reptilia,Squamata,Lacertilla,Salvator merianae,Salvator,merianae,yes,Neotropic,-17.58,-52.52,no,501,347.5,75,Oviparous,NA,7,66,NA,NA,"Van Wilgen and Richardson 2012, Britto et al. 2001: 36",36,36,Teiidae,LC,,
Reptilia,Squamata,Lacertilla,Salvator rufescens,Salvator,rufescens,yes,Neotropic,-26.21,-63.01,no,614,363.5,82,Oviparous,20-35 (Montano et al. 2013),15,35,21.4,21.4,2 years (http://www.teguterra.com/tegucaresheet.htm),24,24,Teiidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus basiliscus,Saproscincus,basiliscus,yes,Australia,-17.74,145.8,no,49.8,44,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus challengeri,Saproscincus,challengeri,yes,Australia,-28.4,152.98,no,59,52,NA,Oviparous,2 (Swanson 2007),2,4,3.5,3.5,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus czechurai,Saproscincus,czechurai,yes,Australia,-17.19,145.69,no,40,34.5,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Scincidae,LC,,
Reptilia,Squamata,Lacertilla,Saproscincus eungellensis,Saproscincus,eungellensis,yes,Australia,-21.24,148.89,no,67,NA,38,Oviparous,NA,6,6,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus hannahae,Saproscincus,hannahae,yes,Australia,-21.09,148.6,no,42.3,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus lewisi,Saproscincus,lewisi,yes,Australia,-15.71,145.27,no,43,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus mustelinus,Saproscincus,mustelinus,yes,Australia,-35.27,148.73,no,64,50.1,20,Oviparous,2-9 (Brown 2012),2,9,3.6,6.5,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus oriarus,Saproscincus,oriarus,yes,Australia,-30.63,152.84,no,43,NA,NA,Oviparous,1-3 (Brown 2012),1,3,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus rosei,Saproscincus,rosei,yes,Australia,-29.13,152.53,no,65,NA,NA,Oviparous,2 (Swanson 2007),2,2,2,2,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus saltus,Saproscincus,saltus,yes,Australia,-14.28,144.49,no,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus spectabilis,Saproscincus,spectabilis,yes,Australia,-29.66,152.79,no,60,NA,NA,Oviparous,2 (Swanson 2007),2,2,2,2,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Saproscincus tetradactylus,Saproscincus,tetradactylus,yes,Australia,-17.92,145.67,no,33,31.9,NA,Oviparous,2 (Brown 2012),2,2,2,2,NA,NA,NA,Scincidae,NE,,
Reptilia,Squamata,Lacertilla,Sarada darwini,Sarada,darwini,yes,Oriental,16.71,74.48,no,63.4,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Sarada deccanensis,Sarada,deccanensis,yes,Oriental,19.31,75.13,no,78,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Sarada superba,Sarada,superba,yes,Oriental,17.56,73.85,no,75.7,59.8,26.5,Oviparous,"15 (n=1, Deepak et al. 2016)",15,15,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Saurodactylus brosseti,Saurodactylus,brosseti,yes,Palearctic,30.18,-9.18,no,31,NA,NA,Oviparous,1 (Schleich at al. 1996),1,1,1,1,NA,NA,NA,Sphaerodactylidae,LC,,
Reptilia,Squamata,Lacertilla,Saurodactylus fasciatus,Saurodactylus,fasciatus,yes,Palearctic,33.56,-6.15,no,38,27,NA,Oviparous,NA,1,2,2,2,NA,NA,NA,Sphaerodactylidae,VU,,
Reptilia,Squamata,Lacertilla,Saurodactylus mauritanicus,Saurodactylus,mauritanicus,yes,Palearctic,31.32,-6.69,no,34,34,NA,Oviparous,NA,1,1,1,1,NA,NA,NA,Sphaerodactylidae,LC,,
Reptilia,Squamata,Lacertilla,Sauromalus hispidus,Sauromalus,hispidus,yes,Nearctic,29.16,-113.52,yes,317,269,73,Oviparous,"13-36, mean 21.5 (Goldberg and Beaman 2012), 14-29 (Alaniz-Garcia and Valdez-Villavicencio 2008, Rorabaugh and Lemos-Espinal 2016)",9,36,21.5,22,NA,NA,NA,Iguanidae,NT,,
Reptilia,Squamata,Lacertilla,Sauromalus klauberi,Sauromalus,klauberi,yes,Nearctic,25.64,-110.81,yes,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iguanidae,NE,,
Reptilia,Squamata,Lacertilla,Sauromalus slevini,Sauromalus,slevini,yes,Nearctic,25.93,-111.15,yes,248,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Iguanidae,NE,,
Reptilia,Squamata,Lacertilla,Sauromalus varius,Sauromalus,varius,yes,Nearctic,28.44,-112.35,yes,338,299.5,75,Oviparous,"11-36, mean 18.3 (Goldberg and Beaman 2012), 17-32 (Alaniz-Garcia and Valdez-Villavicencio 2008), 16-32 (Rorabaugh and Lemos-Espinal 2016)",9,36,18.3,23.4,NA,NA,NA,Iguanidae,NE,,
Reptilia,Squamata,Lacertilla,Scelarcis perspicillata,Scelarcis,perspicillata,yes,Palearctic,33.1,-4.79,no,60,55.2,24.4,Oviparous,"1-4 (Maso and Pijoan 2011, Speybroeck et al. 2016), 1-5 (Ortega et al. 2016)",1,5,NA,NA,NA,NA,NA,Lacertidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus acanthinus,Sceloporus,acanthinus,yes,Neotropic,15.19,-92.01,no,99,NA,NA,Viviparous,6 (Myhrvold et al. 2015),6,6,6,6,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus adleri,Sceloporus,adleri,yes,Neotropic,17.61,-100.07,no,78.8,61.8,NA,Viviparous,"2-11, mean 6.57 (Jimenez?Arcos et al. 2017)",2,11,3.8,6.6,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus aeneus,Sceloporus,aeneus,yes,Neotropic,19.59,-99.75,no,62.8,48.7,23,Oviparous,"4-9, see Dixon and Lemos-Espinal 2010, 2-10, mean 6.4 (Ramirez-Bautista et al. 2016), Ramirez-Bautista et al. 2016b (2-10, means 6.2-7.5), 7-12, mean 7.3 (Jimenez?Arcos et al. 2017), 2-12, means 6.4-8.1 (Ramirez-Bautista et al. 2018)",2,12,5.2,8.1,Zuniga-Vega et al. 2016 (15.25),15.3,15.3,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus albiventris,Sceloporus,albiventris,yes,Neotropic,24.81,-106.72,no,102,NA,NA,Oviparous,11.5 (Myhrvold et al. 2015),11,12,11.5,11.5,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus anahuacus,Sceloporus,anahuacus,yes,Nearctic,19.44,-99.04,no,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus angustus,Sceloporus,angustus,yes,Nearctic,25.41,-110.7,yes,101,63.8,NA,Oviparous,"5-7 (Flores-Villela and Rubio-Perez 2008), 4-7 mean 5.5 (Goldberg 2014, Jimenez?Arcos et al. 2017)",4,7,5.5,5.5,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus arenicolus,Sceloporus,arenicolus,yes,Nearctic,32.63,-103.22,no,70,53.9,NA,Oviparous,"3*6 (e.g., Hibbitts and Hibbitts 2015), 4-6, mean 5 (Jimenez-Arcos et al. 2017)",3,6,5,5,9 deduced from Degenhardt et al. 1996,9,9,Phrynosomatidae,VU,,
Reptilia,Squamata,Lacertilla,Sceloporus asper,Sceloporus,asper,yes,Neotropic,20.09,-103.08,no,81,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus aurantius,Sceloporus,aurantius,yes,Nearctic,21.73,-103.13,no,55,55,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus aureolus,Sceloporus,aureolus,yes,Neotropic,17.34,-97.35,no,101.2,NA,NA,NA,7.18 (Myhrvold et al. 2015),7,8,7.2,7.2,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus becki,Sceloporus,becki,yes,Nearctic,34,-119.95,yes,70,NA,NA,NA,7.55 (Myhrvold et al. 2015),7,8,7.6,7.6,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus bicanthalis,Sceloporus,bicanthalis,yes,Neotropic,19.38,-98.15,no,62,49.5,have mass but no SVL data,Mixed,"3-8 (Ramirez-Bautista et al. 2014), mean 6.6 (Zuniga-Vega et al. 2016), 3-9, mean 7.18 (Jimenez-Arcos et al. 2017), 2-9, means 5.6-7.7 (Ramirez-Bautista et al. 2018)",2,9,5.6,7.8,"less than a year (Rodriguez-Romero et al. 2011) - suggesting a peak in juveniles in October but only adults in the first third of the year, so say April =6 months",6,6,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus bimaculosus,Sceloporus,bimaculosus,yes,Nearctic,30.25,-104.85,no,140,91.5,35,Oviparous,"2-19, average 6-7 (Jones and Lovich 2009)",2,19,6,7,Jones and Lovich 2009,21,23,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus brownorum,Sceloporus,brownorum,yes,Nearctic,23.45,-103.95,no,61,50,NA,Oviparous,"5 (Smith et al. 1997, p300, n=1)",5,5,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus bulleri,Sceloporus,bulleri,yes,Neotropic,21.87,-105.23,no,116,86.7,NA,Viviparous,6-8 (Escobedo-Galvan et al. 2017),6,8,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus caeruleus,Sceloporus,caeruleus,yes,Nearctic,25.76,-102.07,no,75,NA,NA,NA,7.07 (Myhrvold et al. 2015),7,8,7.1,7.1,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus carinatus,Sceloporus,carinatus,yes,Neotropic,16.18,-92.75,no,80,NA,NA,Oviparous,NA,7,10,10,10,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus cautus,Sceloporus,cautus,yes,Nearctic,23.76,-100.94,no,89,77,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus chaneyi,Sceloporus,chaneyi,yes,Nearctic,23.71,-99.78,no,57,NA,NA,Oviparous,NA,5,5,NA,NA,NA,NA,NA,Phrynosomatidae,EN,,
Reptilia,Squamata,Lacertilla,Sceloporus chrysostictus,Sceloporus,chrysostictus,yes,Neotropic,19.39,-89.21,no,62,51.3,21.8,Oviparous,"1-4, mean 2.4 (Jimenez-Arcos et al. 2017)",1,4,2.4,2.5,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus clarkii,Sceloporus,clarkii,yes,Nearctic,29.31,-109.23,no,144,92.3,30.5,Oviparous,"19.6 (Charnov et al. 2007), mean 19.5 (Mesquita et al. 2016), 7-28 (Lemos-Espinal et al. 2013, Rorabaugh and Lemos-Espinal 2016), 1-24, mean 10.85 (Jimenez-Arcos et al. 2017)",1,28,8,19.6,"Dunham et al. 1988, Clobert et al. 1998",22,22,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus consobrinus,Sceloporus,consobrinus,yes,Nearctic,30.47,-102.4,no,78.8,60.6,22,Oviparous,"9.9 (Charnov et al. 2007)/average 5 (Lemos-Espinal and Dixon 2013), 4-15 in the literature, 3-10, mean = 7 in his data (Goldberg 2014), mean 9.9 (Jimenez-Arcos et al. 2017)",3,15,5,9.9,Vinegar 1975,11,14,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus couchii,Sceloporus,couchii,yes,Nearctic,26.67,-101.08,no,64,50,NA,Oviparous,4 (Jimenez-Arcos et al. 2017),4,4,4,4,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus cowlesi,Sceloporus,cowlesi,yes,Nearctic,32.36,-106.69,no,80,62.2,23,Oviparous,"up to 10; Goldberg 2015: 4-12, mean 8.3, mean 9.9 (Rorabaugh and Lemos-Espinal 2016)",4,12,8.3,9.9,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus cozumelae,Sceloporus,cozumelae,yes,Neotropic,21.03,-87.87,no,60,45.5,22.5,Oviparous,"mean 1.8 (e.g., Jimenez-Arcos et al. 2017)",1,2,1.8,1.8,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus cryptus,Sceloporus,cryptus,yes,Neotropic,17.34,-96.56,no,76.6,67.1,NA,Oviparous,"6-10 (Flores-Villela and Rubio-Perez 2008), 6-12, mean 9 (Jimenez-Arcos et al. 2017)",6,12,9,9,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus cupreus,Sceloporus,cupreus,yes,Neotropic,16.99,-96.46,no,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus cyanostictus,Sceloporus,cyanostictus,yes,Nearctic,26.04,-101.45,no,80.4,69.6,NA,Viviparous,"7.07 (Myhrvold et al. 2015), up to 12 (Ramirez-Bautista et al. 2014)",7,12,7.1,7.1,NA,NA,NA,Phrynosomatidae,EN,,
Reptilia,Squamata,Lacertilla,Sceloporus druckercolini,Sceloporus,druckercolini,yes,Neotropic,17.51,-100.06,no,97.5,77.9,NA,Viviparous,NA,3,3,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus dugesii,Sceloporus,dugesii,yes,Neotropic,21.05,-102.43,no,88,61.5,24.5,Viviparous,"1-10, 4.4 embrios, 4.8 follicles (Ramirez-Bautista and Davila-Ulloa 2009, Jimenez-Arcos et al. 2017), mean 4.4 (Zuniga-Vega et al. 2016)",1,10,4.4,4.4,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus edbelli,Sceloporus,edbelli,yes,Nearctic,28.72,-105.62,no,77,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus edwardtaylori,Sceloporus,edwardtaylori,yes,Neotropic,16.49,-95.24,no,107,NA,NA,Oviparous,"8-9 (n=2, e.g., Jimenez-Arcos et al. 2017)",8,9,8.5,8.5,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus exsul,Sceloporus,exsul,yes,Nearctic,21.09,-99.74,no,65,NA,NA,Oviparous,"10, Dixon and Lemos-Espinal 2010",10,10,NA,NA,NA,NA,NA,Phrynosomatidae,CR,,
Reptilia,Squamata,Lacertilla,Sceloporus formosus,Sceloporus,formosus,yes,Neotropic,17.85,-97.74,no,88,69.7,28.9,Viviparous,"mean 6.04 (e.g., Mesquita et al. 2016), mean 5.6 (Zuniga-Vega et al. 2016), 2-18, means 6.04-8.63 (Jimenez-Arcos et al. 2017)",2,18,5.6,8.6,Zuniga-Vega et al. 2016 (16.18 months),16.2,16.2,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus gadoviae,Sceloporus,gadoviae,yes,Neotropic,18.39,-99.35,no,76,52.2,24.5,Oviparous,"1-5, mean 3.6 (e.g., Jimenez-Arcos et al. 2017)",1,5,3.6,3.9,"Lemos-espinal et al. 1999: males 7, females 8",8,8,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus gadsdeni,Sceloporus,gadsdeni,yes,Neotropic,25.62,-103.17,no,81,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,NE,,
Reptilia,Squamata,Lacertilla,Sceloporus goldmani,Sceloporus,goldmani,yes,Nearctic,25.42,-101.19,no,60,have mass but no SVL data,NA,Viviparous,7-8 (Carbajal-Marquez and Quintero-Diaz 2017; n=2),7,8,7.5,7.5,NA,NA,NA,Phrynosomatidae,EN,,
Reptilia,Squamata,Lacertilla,Sceloporus grammicus,Sceloporus,grammicus,yes,Nearctic,23.6,-101.86,no,81,49.7,21,Viviparous,"3-17 (Dixon and Lemos-Espinal 2010, Lemos-Espinal and Dixon 2013), 2-9 mean 5.09 (Ramirez Bautista and Arizmendi 2004), mean 5.2 (Mesquita et al. 2016), mean 4.1 (Zuniga-Vega et al. 2016), 2-12, mean 5.35 (Jimenez-Arcos et al. 2017)",2,17,3.3,6.2,"Dunham et al. 1988, Clobert et al. 1998, Ramirez Bautista and Arizmendi 2004 (8-9 months), Zuniga-Vega et al. 2016 (7.4)",5,12,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus grandaevus,Sceloporus,grandaevus,yes,Nearctic,24.15,-109.87,yes,81,58.5,NA,Oviparous,"6-7 (Goldberg 2013, n = 2)",6,7,6.5,6.5,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus halli,Sceloporus,halli,yes,Neotropic,16.74,-97.1,no,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,DD,,
Reptilia,Squamata,Lacertilla,Sceloporus heterolepis,Sceloporus,heterolepis,yes,Neotropic,19.95,-103.42,no,78,55.2,28,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus horridus,Sceloporus,horridus,yes,Neotropic,21.35,-103.82,no,118,84.1,27.5,Oviparous,"means of 9.3-14 (Ramirez-Bautista et al. 2012), mean 11.82 (Zuniga-Vega et al. 2016), 7-18, mean 14 (Jimenez-Arcos et al. 2017)",4,27,9,14.8,11.87 months (Zuniga-Vega et al. 2016),11.9,11.9,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus hunsakeri,Sceloporus,hunsakeri,yes,Neotropic,23.69,-110.08,no,87,64.1,NA,Oviparous,"5-10, mean 7.5 (Jimenez-Arcos et al. 2017)",5,10,7.5,7.5,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus insignis,Sceloporus,insignis,yes,Neotropic,19.17,-103.19,no,99,77,NA,Viviparous,9 (Ramirez-Bautista and Davila-Ulloa 2009),9,9,9,9,Flores-Villela and Rubio-Perez 2008,24,24,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus internasalis,Sceloporus,internasalis,yes,Neotropic,16.47,-93.41,no,100,80,NA,Viviparous,6 (Myhrvold et al. 2015),6,6,6,6,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus jalapae,Sceloporus,jalapae,yes,Neotropic,18.26,-97.2,no,62,47,23,Oviparous,"4-8, mean 5.6 (e.g., Jimenez-Arcos et al. 2017), 3-7, mean 5.63",4,8,5.6,5.6,"""during their first months of life"" (Gonzalez-Espinoza et al. 2017)",NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus lemosespinali,Sceloporus,lemosespinali,yes,Nearctic,28.39,-107.77,no,54,51.9,23,Viviparous,"3-9, mean 6.2 - either of this species or of S. grammicus",NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,DD,,
Reptilia,Squamata,Lacertilla,Sceloporus licki,Sceloporus,licki,yes,Nearctic,23.72,-110.07,no,94,63.8,NA,Oviparous,"10.1 (Myhrvold et al. 2015), 6 (Jimenez-Arcos et al. 2017)",6,6,6,6,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus lineatulus,Sceloporus,lineatulus,yes,Nearctic,25.64,-110.81,yes,115,NA,NA,Oviparous,9.4 (Myhrvold et al. 2015),9,10,9.4,9.4,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus lunae,Sceloporus,lunae,yes,Neotropic,15.3,-89.62,no,95,NA,26.6,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus lundelli,Sceloporus,lundelli,yes,Neotropic,19.76,-89.07,no,100,94.7,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus macdougalli,Sceloporus,macdougalli,yes,Neotropic,16,-96.4,no,95.4,77.5,NA,Viviparous,"2.3 (Ramirez-Bautista and Davila-Ulloa 2009), 2-5, mean 3.88 (Flores-Villela and Rubio-Perez 2008, Jimenez-Arcos et al. 2017)",2,5,2.3,3.9,NA,NA,NA,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus maculosus,Sceloporus,maculosus,yes,Nearctic,25.21,-103.36,no,50,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Phrynosomatidae,VU,,
Reptilia,Squamata,Lacertilla,Sceloporus magister,Sceloporus,magister,yes,Nearctic,31.57,-110.04,no,142,93.3,32.5,Oviparous,"4-19 (Stebbins and McGinnis 2012), means 6.2-8.4 (Mesquita et al. 2016), 2-19 (Hibbitts and Hibbitts 2015), 4 (Shaw 1952, 7, 11, 11 & 18), Rorabaugh and Lemos-Espinal 2016 (3-19, mean 12.3), 2-12, mean 7 (Jimenez-Arcos et al. 2017)",2,19,6.2,12.4,"Degenhardt et al. 1996, Morton and James 1988, Dunham et al. 1988, Clobert et al. 1998, Hibbitts and Hibbitts 201: 21-23, Rorabaugh and Lemos-Espinal 2016: 2-3 years",21,36,Phrynosomatidae,LC,,
Reptilia,Squamata,Lacertilla,Sceloporus malachiticus,Sceloporus,malachiticus,yes,Neotropic,13.52,-87.4,no,98.2,70.2,28,Viviparous,"mean 6 (e.g., Mesquita et al. 2016), 3-10, mean 6 (Jimenez-Arcos et al. 2017)",2,10,4.5,6,Dunham et al. 1988: 18; Fitch 1973: late in the first year,12,18,Phrynosomatidae,LC,,
